kode_kab	Kabupaten	Kode_Provi	Provinsi	WKT
7171	Kota Manado	71	Sulawesi Utara	POLYGON ((124.8915990006934180 1.4584290000983060, 124.8301660005605527 1.4311960014942997, 124.7842649999298601 1.4612279906792764, 124.8449667325287464 1.5151521760321316, 124.8206094645552184 1.5824995954799874, 124.8971296406205056 1.5744845181460505, 124.9329668894105225 1.5132510128240142, 124.8915990006934180 1.4584290000983060))
7172	Kota Bitung	71	Sulawesi Utara	POLYGON ((125.1044834505509016 1.3968355824961805, 125.0921415459955597 1.4471734684808553, 125.0306951315751576 1.4536100000015608, 125.1551199995883508 1.5957260003546594, 125.2349279999273222 1.5290760006569712, 125.2352285047917348 1.4696504384170339, 125.1412890047838573 1.4372889497253141, 125.1044834505509016 1.3968355824961805))
7173	Kota Tomohon	71	Sulawesi Utara	POLYGON ((124.8254850643842246 1.4042867624241921, 124.8712509985348333 1.3169350014492238, 124.8492970005562483 1.2593209993646610, 124.7441807450453553 1.2871884157128761, 124.7436970015154429 1.3323959994758638, 124.8254850643842246 1.4042867624241921))
7174	Kota Kotamobagu	71	Sulawesi Utara	POLYGON ((124.3560465636979870 0.7553830274048323, 124.3748125693446127 0.6584626255497597, 124.3406865532418806 0.6483587135838320, 124.2554343441197489 0.7301196187254959, 124.3211763190319061 0.7745633255370876, 124.3560465636979870 0.7553830274048323))
7201	Banggai Kepulauan	72	Sulawesi Tengah	POLYGON ((123.1711882805147980 -1.1490377715758768, 123.2342962598645499 -1.2358695742214536, 123.1891777323664883 -1.3190066318505274, 123.2590690407037073 -1.3899269489694461, 123.2791805067749920 -1.3292189525925551, 123.3652138715229967 -1.2269440493283810, 123.4440859276235187 -1.2365089706124763, 123.5593424861668836 -1.2813538982637738, 123.5092167169780168 -1.4592924138137846, 123.4562167828783004 -1.5177376484736556, 123.3651779678889397 -1.5005414571224946, 123.3182097094106666 -1.4222202438691056, 123.2564297652215828 -1.4466917068567113, 123.2288676237418485 -1.5972729365967098, 123.1630706606824788 -1.6400388996754600, 123.1009174393883541 -1.6038110663275802, 123.1702462181884812 -1.5359888309197913, 123.1600208060154955 -1.3830925825565714, 123.1372646136710500 -1.2993753947586129, 123.0574100383427094 -1.3893839464119537, 123.0175687766777628 -1.4897849098456390, 122.9067512007073901 -1.5995988406139645, 122.8491149925629315 -1.5782028072137564, 122.8259943499593874 -1.4977684524520782, 122.7903050270554104 -1.4813479785263439, 122.7960761412010697 -1.3711361849868808, 122.8362656266574504 -1.2732292574242479, 122.9118680463733426 -1.1803074158544860, 122.9793311339248021 -1.2025805805293430, 123.1711882805147980 -1.1490377715758768))
7202	Banggai	72	Sulawesi Tengah	POLYGON ((122.0636591018860599 -1.6160016563513295, 122.0297119150728804 -1.5673079963668783, 122.0541293539865819 -1.4116452697134036, 122.0082485386392364 -1.3426239727181155, 122.0847941700150159 -1.3001776349898364, 122.1007927890560723 -1.2490345464071311, 122.0190352051106402 -1.1407677706160939, 121.8980953880917468 -1.0902237501259151, 121.8562675869795839 -0.9687860099663226, 121.9423686436980461 -0.9887078279039088, 122.0191254430848176 -0.9315971143153092, 122.0953339788800349 -0.9548069085119550, 122.1949350637022462 -0.7948055321495531, 122.4140574495917235 -0.7832920129160357, 122.4589236273236565 -0.7587115619889460, 122.5224307401865644 -0.7842971617845365, 122.6149957847277392 -0.7614528763490966, 122.6856303161862343 -0.8103396468571873, 122.7907140288294841 -0.7759818412889103, 122.9176368789388789 -0.7661131101318688, 122.8693777866556047 -0.7111134192488748, 122.7666560957022739 -0.6965202346210617, 122.8208861287919262 -0.6299094741428917, 122.8927906657567064 -0.6354425368435273, 123.0424927362508924 -0.5948020485756160, 123.0601699039179948 -0.5642606932763101, 123.2684764565233309 -0.5823708773140766, 123.4111964865286382 -0.6541268804511446, 123.4465443386503694 -0.7706684613803532, 123.4354699628685239 -0.8417313318354331, 123.3916103522360572 -0.8902057847690799, 123.3738117895825326 -1.0091260428325768, 123.3216880343753701 -1.0497238204978885, 123.2651421966551197 -1.0424414819887602, 123.1394485785890538 -0.9263559355779307, 123.1002301145282445 -0.8354919119221336, 123.0377128080996272 -0.9093659183024556, 122.9820101342603493 -0.9009316175000777, 122.7908498300556630 -0.9555477277453974, 122.7984263080277287 -1.0034728549882175, 122.6667131452954891 -1.1392441652859588, 122.6331037258563583 -1.2353694621309046, 122.5598780848058595 -1.2681248053154377, 122.5599681959755571 -1.3119941133376187, 122.4298257423641871 -1.4292156824577091, 122.3921477072509560 -1.4929856833425674, 122.3039977089272270 -1.5328864342614565, 122.2124290376700628 -1.6048795796288573, 122.0636591018860599 -1.6160016563513295))
7203	Morowali	72	Sulawesi Tengah	MULTIPOLYGON (((123.1574852250631693 -3.5572386602359529, 123.1071445161065867 -3.6393659743602029, 123.0439072349309981 -3.5927878202016927, 123.1574852250631693 -3.5572386602359529)), ((122.3107253725779628 -3.2729459903650877, 122.3108279501498146 -3.1620502129468946, 122.2268829955538649 -3.1388191695689898, 122.1718497860388197 -3.0840462211561430, 122.1808721706142933 -3.0359377392352371, 122.0982049511976584 -3.0076511668677881, 122.0787360642181056 -2.9618531799802099, 122.0062224955718193 -2.9575942515734255, 121.9224765915215585 -2.9897862702201223, 121.8340015566266175 -2.9721209538189441, 121.6855362374075185 -2.9007702625375487, 121.6698238105204837 -2.8426242763891878, 121.7895560187953379 -2.6669974411789212, 121.7040950617378030 -2.5381594721818601, 121.6517177121028226 -2.5383235417979790, 121.6174737382225430 -2.4857810487563370, 121.5590062876101456 -2.4906730693066379, 121.4418202830796645 -2.4054099819850308, 121.4852068107458081 -2.1913828787168086, 121.5444560680931545 -2.1484418077432110, 121.5609319141765354 -2.1735177032793445, 121.7264081796937489 -2.2014148314293038, 121.8250502679555893 -2.2944096260034144, 121.8762356210770577 -2.4047932089393953, 121.9419430970963276 -2.4823269587221262, 122.0171458041355663 -2.6465286187007564, 122.0100619576932104 -2.7181164117429830, 122.0856182763624247 -2.7887204516874249, 122.1848007699396703 -2.8237947858006578, 122.3206588126541874 -2.9210175523181192, 122.2540013036173150 -3.0101862936624570, 122.3714222425425078 -3.1415755367815450, 122.4222195310065899 -3.1262663479135995, 122.4334000717559547 -3.2399850738520399, 122.3107253725779628 -3.2729459903650877)))
7204	Poso	72	Sulawesi Tengah	POLYGON ((120.8905486401076814 -1.4132762531965000, 120.9146373003711687 -1.5708383363200937, 120.9618762412956130 -1.6236605922624676, 120.8818813195673556 -1.6258729316904237, 120.8335612370615308 -1.7532795792890852, 120.9020915878566029 -1.8899801185875731, 120.9296776602958516 -1.9115522833111527, 120.8436943122427465 -2.0307904867914885, 120.8298468670393504 -2.0945776611301312, 120.8421875647044317 -2.2184380040106362, 120.7566093513405576 -2.2389793316307873, 120.6151130387357853 -2.1566961506068196, 120.5213420788738858 -2.0510042795238519, 120.4705407209775103 -1.9629077225133642, 120.3887702065798067 -1.8975425788269149, 120.3349400876149957 -2.0615962733492665, 120.2706002798790905 -2.0282728679983961, 120.1839594221896732 -2.0354502169539046, 120.0989841404058325 -1.9857207547090070, 120.1026011300382379 -1.9021350774718258, 120.1440397522328567 -1.8879491796109278, 120.1213623917610676 -1.7987714477440591, 120.1762601040206846 -1.7831766926502155, 120.1359463808208830 -1.6507592654277232, 120.1438629689009758 -1.5748557778717895, 120.1130124815408635 -1.5178120322993891, 120.1818493473695071 -1.4483180318516133, 120.2236544540897967 -1.4537143571318438, 120.2879058188984800 -1.3644598033772013, 120.2147697125523109 -1.2883122721935365, 120.2320183262847877 -1.2245456932291177, 120.3421143995599323 -1.1869369185039318, 120.5810489886199548 -1.1084779048313749, 120.5915157401593660 -1.1779567031392730, 120.5711855238928365 -1.2561890058179301, 120.6404275828666641 -1.3135970514626933, 120.6752548228519117 -1.4148748152205144, 120.8027037367880894 -1.3505582459662264, 120.8905486401076814 -1.4132762531965000))
7205	Donggala	72	Sulawesi Tengah	MULTIPOLYGON (((119.8053992236953036 -0.8026512032903383, 119.7597072228101069 -0.8361647505028031, 119.7814008625598490 -0.8975771732478961, 119.6479436023154221 -0.9695457329491433, 119.6828624526401654 -1.0144696192774632, 119.7503632397717865 -1.0072553954200885, 119.8041529728814112 -1.0885664434865134, 119.7869650067297016 -1.1854204465963107, 119.7428627221370334 -1.2637188233649681, 119.7278785482565127 -1.4202996831837709, 119.6970064600801607 -1.4525246529902915, 119.6436841253222383 -1.4062023784369444, 119.5491130422332162 -1.4330978165109514, 119.4519977105260296 -1.3669043729383930, 119.4643003506806735 -1.3186333718326182, 119.6031460716340007 -1.1591327451799884, 119.5568594551997421 -1.0095472987687799, 119.5614724646825380 -0.8514337927352926, 119.6820195837368601 -0.7686823518090478, 119.6714185903956604 -0.7023578473367138, 119.7621323085592167 -0.6852181406046611, 119.8053992236953036 -0.8026512032903383)), ((120.1372399980275532 0.7450310005802407, 120.1962965045801184 0.7009662375019161, 120.1931369892806742 0.6157452681296718, 120.1550522600538216 0.4679282306034338, 120.0566500011966582 0.3345000013740105, 120.0921754847108787 0.1991826823349925, 120.0335600002938463 0.1272299983658058, 119.9613576069680221 0.0844272602099636, 119.9475929281711615 -0.0716707248240596, 119.8999441032378854 -0.1402589802676744, 119.9329819279736284 -0.2074092521352213, 119.9049965286669703 -0.2700613849249294, 119.9313294237140326 -0.5049978894409719, 120.0199063095286647 -0.6420975541587381, 120.0181000841515697 -0.7529438994413340, 120.0367547923998472 -0.8480033341865010, 119.8872017809375166 -0.7780081532536087, 119.8436623073696410 -0.6968021145258945, 119.7922943172289933 -0.6058053698218941, 119.7543602199482393 -0.4374898474784459, 119.7789345752704548 -0.2768539175742148, 119.8183956998017266 -0.1924884921501189, 119.7938080641908982 -0.1217606506334619, 119.7213362627584274 -0.1444510935430685, 119.6627057947366666 -0.1051269807255153, 119.6060522703960487 -0.0121499468625075, 119.6988110585836012 0.0031509691419842, 119.7723582729159943 -0.1039335659812650, 119.8223727806793022 -0.1164895109820918, 119.8808171349029408 -0.0274357146864190, 119.8704169062152687 0.1004305656181828, 119.7778074531514676 0.1908932964884684, 119.8088859213482920 0.2363606746055211, 119.9059534666791933 0.2324475265321553, 119.8482511592636683 0.3517663263549480, 119.8881906403858011 0.3923624888378185, 119.9007657787177550 0.4789965044851670, 119.9988684122474751 0.4832816472302852, 120.0467862963505468 0.5136715045363758, 120.0140932492041657 0.6630606505286210, 120.0817143161627882 0.7390137051184524, 120.1372399980275532 0.7450310005802407)))
7206	Tolitoli	72	Sulawesi Tengah	POLYGON ((121.1767436126276607 1.2605279291206557, 121.0801685954044160 1.1515818414288788, 121.0926441230278670 1.1075529271259370, 121.0397717388747196 1.0484743727940895, 120.9906953031457988 0.8420257008255021, 120.9332650757227157 0.8269692385395615, 120.8499981128227319 0.7006305250787364, 120.7542961331600964 0.6620169666097695, 120.7064286209841839 0.6685726286239628, 120.6263340318901101 0.5875754241665163, 120.5381644526274840 0.6351228982032353, 120.4489005980841512 0.6428287706312972, 120.3557082683220187 0.6781725128512335, 120.2193320371438858 0.6049160745172912, 120.1931369892806742 0.6157452681296718, 120.1962965045801184 0.7009662375019161, 120.1372399980275532 0.7450310005802407, 120.2446405935885423 0.8193368047498097, 120.2472234923703809 0.9559486699951663, 120.3465461129128471 0.9740355750817571, 120.3287188052287320 0.8512958207455767, 120.3972556230486362 0.7922216191324765, 120.4738870317611372 0.7779572338393450, 120.5976177643484561 0.7937835490715770, 120.6347389626330369 0.9330781513356783, 120.7350405266989810 0.9741306181335858, 120.8008084218712384 1.0750486036102416, 120.7769543470654980 1.1082290581246070, 120.8271044779893373 1.1827497076329223, 120.8093080332391764 1.3248927991634218, 120.9283296916620429 1.3185862286715633, 120.9421506167576581 1.3503558087735996, 121.1000572013788315 1.3164106625221166, 121.1767436126276607 1.2605279291206557))
7207	Buol	72	Sulawesi Tengah	POLYGON ((122.1952570012097112 1.0384368838551268, 122.0423182985507538 0.9894774571189942, 121.9824272508170679 0.9072729317005042, 121.9222320145958065 0.9274264770503464, 121.8628984125317629 0.9907939332934461, 121.8119065278640392 0.9502365342886492, 121.5330256857868108 0.8537050748294064, 121.3470287968415278 0.8482714996300729, 121.3533408801774840 0.7953108110451694, 121.2458509630515664 0.8011924392797027, 121.1820665352424840 0.7432116064305205, 121.1625185510903293 0.6765954572146029, 121.0105886359568785 0.7079701423082838, 120.9332634443525194 0.6864499233253696, 120.8499981128227319 0.7006305250787364, 120.9332650757227157 0.8269692385395615, 120.9906953031457988 0.8420257008255021, 121.0397717388747196 1.0484743727940895, 121.0926441230278670 1.1075529271259370, 121.0801685954044160 1.1515818414288788, 121.1767436126276607 1.2605279291206557, 121.2510450559846049 1.2312737914523382, 121.3538065203547376 1.2483832503867234, 121.4664289196589380 1.3056689702468134, 121.4232918198616744 1.1835159300161990, 121.5121067553225203 1.0866026202148191, 121.6055404999941629 1.0548113331765308, 121.7095720301251731 1.0815281524023703, 121.7403126922770298 1.0649580861468166, 121.9321325331899288 1.1019927552615059, 121.9867701911914537 1.0233266241244792, 122.0747314101265601 1.0595390376964815, 122.1952570012097112 1.0384368838551268))
7208	Parigi Moutong	72	Sulawesi Tengah	POLYGON ((121.1625185510903293 0.6765954572146029, 121.2745070659483417 0.5830332434894672, 121.3371409407019428 0.5744206952589366, 121.3375146036161141 0.4738176334770401, 121.2917869625982803 0.4947572042815978, 121.1910845940788022 0.4635006433400690, 121.1617852438939735 0.4162670596771250, 121.0807936161324960 0.3975959100232558, 121.0276114748896816 0.4402523293815648, 120.8972560932941178 0.3958856090336553, 120.8543958695737501 0.4425184896366545, 120.7252717138186426 0.4762927134379993, 120.6891265893207219 0.5111069384345228, 120.5285823237153409 0.5170796572004406, 120.4101427191112634 0.4768649628477988, 120.3103874922890100 0.4242536141130699, 120.2001429463399518 0.2620982697194449, 120.1593345879209664 0.2291014891424652, 120.1059818120111231 0.0950882653112330, 120.1001970272710651 -0.0161697185575918, 120.0351207970871883 -0.0654863856880752, 120.0087101367635114 -0.1777495795793698, 120.0087067013532760 -0.2859385244432815, 120.0718164074013430 -0.4393603384088465, 120.0500403546786856 -0.4878691364514225, 120.0589435008419059 -0.6290997722366569, 120.1102902795728369 -0.7373154359585783, 120.2189105123103445 -0.8430195917807168, 120.3093794197244506 -0.9647793773663125, 120.4117357799823367 -0.9242154250018189, 120.4600962303568394 -0.9919739920060806, 120.5081218469457554 -0.9974657065770316, 120.5810489886199548 -1.1084779048313749, 120.3421143995599323 -1.1869369185039318, 120.3269159199338674 -1.1370177946354829, 120.2325597550287739 -1.1298092329097358, 120.2027051760031782 -1.0542538549314031, 120.0735531709420911 -1.0083015956420809, 120.0721361253819168 -0.9148180312271279, 120.0233069816320040 -0.8826813118930090, 120.0367547923998472 -0.8480033341865010, 120.0181000841515697 -0.7529438994413340, 120.0199063095286647 -0.6420975541587381, 119.9313294237140326 -0.5049978894409719, 119.9049965286669703 -0.2700613849249294, 119.9329819279736284 -0.2074092521352213, 119.8999441032378854 -0.1402589802676744, 119.9475929281711615 -0.0716707248240596, 119.9613576069680221 0.0844272602099636, 120.0335600002938463 0.1272299983658058, 120.0921754847108787 0.1991826823349925, 120.0566500011966582 0.3345000013740105, 120.1550522600538216 0.4679282306034338, 120.1931369892806742 0.6157452681296718, 120.2193320371438858 0.6049160745172912, 120.3557082683220187 0.6781725128512335, 120.4489005980841512 0.6428287706312972, 120.5381644526274840 0.6351228982032353, 120.6263340318901101 0.5875754241665163, 120.7064286209841839 0.6685726286239628, 120.7542961331600964 0.6620169666097695, 120.8499981128227319 0.7006305250787364, 120.9332634443525194 0.6864499233253696, 121.0105886359568785 0.7079701423082838, 121.1625185510903293 0.6765954572146029))
7209	Tojo Una-Una	72	Sulawesi Tengah	MULTIPOLYGON (((121.8432195068747887 -0.9684725674549668, 121.8488983658669440 -0.9686428666748839, 121.8516594041582266 -0.9694491394661782, 121.8535349043124825 -0.9692104081337902, 121.8562675869795839 -0.9687860099663226, 121.8980953880917468 -1.0902237501259151, 122.0190352051106402 -1.1407677706160939, 122.1007927890560723 -1.2490345464071311, 122.0847941700150159 -1.3001776349898364, 122.0082485386392364 -1.3426239727181155, 121.9628129335700351 -1.2853880690041137, 121.8278812087507958 -1.3064472532381046, 121.7115019401625204 -1.3629354839853249, 121.6636978238955180 -1.3644300223276105, 121.5705548345380294 -1.4249812677712157, 121.4748302621069342 -1.3774400359288848, 121.3520051477194102 -1.4730715743936003, 121.2573333396619546 -1.4755083153564215, 121.1883556723764741 -1.5478078921204883, 120.9618762412956130 -1.6236605922624676, 120.9146373003711687 -1.5708383363200937, 120.8905486401076814 -1.4132762531965000, 120.9838238801679609 -1.3995463260021097, 121.1013449747907771 -1.4371849618165129, 121.1820232292886885 -1.3254633351647271, 121.2041579496296890 -1.2365847618772250, 121.2795595228537877 -1.1587568996112054, 121.3377101441079731 -1.0633165318324131, 121.4447581847424544 -0.9776962391900383, 121.4804592087256196 -0.8996721376589676, 121.5864183853002487 -0.8672384891648903, 121.6623036732759147 -0.8110372608608714, 121.6559633341406652 -0.9116600915399431, 121.7585448702495796 -0.9701086977581213, 121.8432195068747887 -0.9684725674549668)), ((121.8528720248241370 -0.4100517027238766, 121.9176361318020554 -0.4426061166789168, 121.9177614469332411 -0.5159769847500115, 121.8598866108784478 -0.5216776019397571, 121.6923877296101182 -0.4797249821222067, 121.7786001853503421 -0.4231101493139136, 121.8528720248241370 -0.4100517027238766)), ((121.9483040271092023 -0.3240288276682008, 122.0677347259768339 -0.3954086686750884, 122.0415194253812388 -0.4260717157370664, 121.8728640042704683 -0.4071336976619477, 121.8886067347131075 -0.3411095442700116, 121.9483040271092023 -0.3240288276682008)), ((122.0924199407277229 -0.2749541276308491, 122.1539605762196743 -0.3971873514150843, 122.0796530840226524 -0.4177095594485536, 122.0613701995750944 -0.3528816761483995, 122.0924199407277229 -0.2749541276308491)), ((122.2425825882158961 -0.2071562449646649, 122.3832182136496840 -0.2954666967306139, 122.3581431005237619 -0.3405526984482208, 122.2425825882158961 -0.2071562449646649)))
7210	Sigi	72	Sulawesi Tengah	POLYGON ((120.0233069816320040 -0.8826813118930090, 120.0721361253819168 -0.9148180312271279, 120.0735531709420911 -1.0083015956420809, 120.2027051760031782 -1.0542538549314031, 120.2325597550287739 -1.1298092329097358, 120.3269159199338674 -1.1370177946354829, 120.3421143995599323 -1.1869369185039318, 120.2320183262847877 -1.2245456932291177, 120.2147697125523109 -1.2883122721935365, 120.2879058188984800 -1.3644598033772013, 120.2236544540897967 -1.4537143571318438, 120.1818493473695071 -1.4483180318516133, 120.1130124815408635 -1.5178120322993891, 120.1438629689009758 -1.5748557778717895, 120.1359463808208830 -1.6507592654277232, 120.1762601040206846 -1.7831766926502155, 120.1213623917610676 -1.7987714477440591, 120.1440397522328567 -1.8879491796109278, 120.1026011300382379 -1.9021350774718258, 120.0989841404058325 -1.9857207547090070, 120.0100117732248464 -1.9643834991990730, 119.9206681380242117 -2.0336819627523255, 119.8702712996807804 -2.0180597144841954, 119.8604675337497838 -1.9280345118831974, 119.8712779459204967 -1.7809222721451192, 119.7764658103488955 -1.7090535461841796, 119.7356323392610875 -1.6133558589856420, 119.6710110131477904 -1.5431319696646142, 119.6970064600801607 -1.4525246529902915, 119.7278785482565127 -1.4202996831837709, 119.7428627221370334 -1.2637188233649681, 119.7869650067297016 -1.1854204465963107, 119.8041529728814112 -1.0885664434865134, 119.7503632397717865 -1.0072553954200885, 119.6828624526401654 -1.0144696192774632, 119.6479436023154221 -0.9695457329491433, 119.7814008625598490 -0.8975771732478961, 119.8309348202857336 -0.9411505206799120, 120.0033963917301207 -0.9025703594344918, 120.0233069816320040 -0.8826813118930090))
7211	Banggai Laut	72	Sulawesi Tengah	MULTIPOLYGON (((123.1055461420409074 -1.7746172215075262, 123.1490904161897788 -1.8172426151544983, 123.1355542452322425 -1.8664761723374568, 123.0486344331326336 -1.9136439382171488, 123.0587462852129192 -1.8308466417590807, 123.1055461420409074 -1.7746172215075262)), ((123.5319093533340720 -1.4777553668166661, 123.5576865842684811 -1.5950864949457468, 123.6229261340339463 -1.6243942663822395, 123.5762315743277213 -1.7258399542504321, 123.4883368521640250 -1.7129869155136817, 123.4778252838098069 -1.5714806186355759, 123.5319093533340720 -1.4777553668166661)))
7212	Morowali Utara	72	Sulawesi Tengah	POLYGON ((122.0082485386392364 -1.3426239727181155, 122.0541293539865819 -1.4116452697134036, 122.0297119150728804 -1.5673079963668783, 122.0636591018860599 -1.6160016563513295, 121.8030316312049308 -1.7382197940082165, 121.7437612568766099 -1.8875102843720697, 121.6766645738110810 -1.9466032674267808, 121.5561971220995474 -1.9524962505014969, 121.4652561245706011 -1.8780777963531818, 121.4611451049627249 -1.8166660534955099, 121.3881834158320316 -1.8106494729947258, 121.3410354323393676 -1.7723955183384419, 121.2898242380981628 -1.8343892304785641, 121.3307260189906174 -1.8801091022532432, 121.3175981537318648 -1.9369264452991501, 121.3773032828203213 -1.9819864161401597, 121.4551259020388443 -2.0008045033251278, 121.5307046812761200 -2.0479730444204165, 121.5444560680931545 -2.1484418077432110, 121.4852068107458081 -2.1913828787168086, 121.4418202830796645 -2.4054099819850308, 121.4096926172205713 -2.4106131526747845, 121.2289930768690738 -2.3613767653254172, 121.1854103962728004 -2.3755442558626783, 121.0970297101530377 -2.2747492886487066, 120.8421875647044317 -2.2184380040106362, 120.8298468670393504 -2.0945776611301312, 120.8436943122427465 -2.0307904867914885, 120.9296776602958516 -1.9115522833111527, 120.9020915878566029 -1.8899801185875731, 120.8335612370615308 -1.7532795792890852, 120.8818813195673556 -1.6258729316904237, 120.9618762412956130 -1.6236605922624676, 121.1883556723764741 -1.5478078921204883, 121.2573333396619546 -1.4755083153564215, 121.3520051477194102 -1.4730715743936003, 121.4748302621069342 -1.3774400359288848, 121.5705548345380294 -1.4249812677712157, 121.6636978238955180 -1.3644300223276105, 121.7115019401625204 -1.3629354839853249, 121.8278812087507958 -1.3064472532381046, 121.9628129335700351 -1.2853880690041137, 122.0082485386392364 -1.3426239727181155))
7271	Kota Palu	72	Sulawesi Tengah	POLYGON ((120.0367547923998472 -0.8480033341865010, 120.0233069816320040 -0.8826813118930090, 120.0033963917301207 -0.9025703594344918, 119.8309348202857336 -0.9411505206799120, 119.7814008625598490 -0.8975771732478961, 119.7597072228101069 -0.8361647505028031, 119.8053992236953036 -0.8026512032903383, 119.8841978951168130 -0.8237228476312453, 119.8436623073696410 -0.6968021145258945, 119.8872017809375166 -0.7780081532536087, 120.0367547923998472 -0.8480033341865010))
7301	Kepulauan Selayar	73	Sulawesi Selatan	MULTIPOLYGON (((121.0858083123038114 -7.3035589749666769, 121.1651475248385168 -7.3454692412124700, 121.0987497418071825 -7.3975268099143250, 121.0858083123038114 -7.3035589749666769)), ((120.8208771350717825 -7.2593204808554788, 120.9191012993854883 -7.2845373289345616, 121.0044052806791797 -7.2818432415722896, 121.0039155845366849 -7.3327019465375542, 120.8506005749566157 -7.2930752846966129, 120.8208771350717825 -7.2593204808554788)), ((120.6319188622657066 -7.0003698851620015, 120.6730072012213668 -7.0425684263917105, 120.7835731675677380 -7.0951623894326872, 120.7672692403831434 -7.1353790281195870, 120.6763573503114912 -7.1453546086282245, 120.6047547076636874 -7.0749563164807796, 120.6319188622657066 -7.0003698851620015)), ((120.4946163392727385 -5.7678970520072994, 120.5680891823699312 -6.0561010614147790, 120.5250730332938929 -6.2211936554627982, 120.5374527912133544 -6.3281777435080357, 120.4454832750332116 -6.2663702719704020, 120.4309921679542867 -6.1875414516766227, 120.4660368262385646 -6.0923112905335870, 120.4454858201145271 -5.9605098287655665, 120.4620132090424249 -5.7911583827531103, 120.4946163392727385 -5.7678970520072994)))
7302	Bulukumba	73	Sulawesi Selatan	POLYGON ((120.3342399698987037 -5.2876673693535849, 120.3759257176977826 -5.3328283826236884, 120.4492751180523555 -5.4744290651491951, 120.4638913271230649 -5.6079928159156793, 120.3936449403618099 -5.5863185538581206, 120.3447819101570531 -5.5136378075387142, 120.2203727649912253 -5.5402327956069826, 120.1013279670121392 -5.5857380288868512, 120.0912274589801427 -5.4907677601239584, 120.0245859317954000 -5.3910636723505263, 119.9551178291245606 -5.3552420474824771, 120.0397411072663090 -5.3469527965343104, 120.1293644460124597 -5.3080606110083295, 120.3342399698987037 -5.2876673693535849))
7303	Bantaeng	73	Sulawesi Selatan	POLYGON ((119.9551178291245606 -5.3552420474824771, 120.0245859317954000 -5.3910636723505263, 120.0912274589801427 -5.4907677601239584, 120.1013279670121392 -5.5857380288868512, 119.9267884912959516 -5.5490681301899940, 119.9073363901622997 -5.5767935849559080, 119.8562708303346653 -5.5543294555399143, 119.9373814141209778 -5.3866900570004645, 119.9367570507972687 -5.3562902163203603, 119.9551178291245606 -5.3552420474824771))
7304	Jeneponto	73	Sulawesi Selatan	POLYGON ((119.9073363901622997 -5.5767935849559080, 119.8545332699944765 -5.6567376509217979, 119.7943045700000084 -5.7007064266601901, 119.7046070191986473 -5.7029399226392457, 119.6505137990726553 -5.6284786706540899, 119.5504979873923048 -5.6035682404818772, 119.5110308886646635 -5.5367986192608214, 119.4873938697313633 -5.4917603337723335, 119.5304241948208528 -5.4317226254987077, 119.6361711197014301 -5.4311977433811194, 119.7048324027932722 -5.5429197333589855, 119.8015300182958072 -5.5545636974566150, 119.8728469328397068 -5.4344004306353213, 119.9373814141209778 -5.3866900570004645, 119.8562708303346653 -5.5543294555399143, 119.9073363901622997 -5.5767935849559080))
7305	Takalar	73	Sulawesi Selatan	POLYGON ((119.4012638116756762 -5.2333226448241703, 119.3767038877742834 -5.2896516191268574, 119.4213616161457594 -5.4103058357457030, 119.4825431235664155 -5.3116581572980976, 119.5773003582249885 -5.2899019121434776, 119.6361711197014301 -5.4311977433811194, 119.5304241948208528 -5.4317226254987077, 119.4873938697313633 -5.4917603337723335, 119.5110308886646635 -5.5367986192608214, 119.4399058327879857 -5.5963658786823203, 119.4293290716793763 -5.5068565901594866, 119.3631228046737078 -5.4189189595422818, 119.3837498520740610 -5.2144387308626960, 119.4012638116756762 -5.2333226448241703))
7306	Gowa	73	Sulawesi Selatan	POLYGON ((119.9704912376805623 -5.1395461253533767, 120.0311657091302777 -5.1855650280035661, 119.9288693552366567 -5.3391666829959945, 119.9367570507972687 -5.3562902163203603, 119.9373814141209778 -5.3866900570004645, 119.8728469328397068 -5.4344004306353213, 119.8015300182958072 -5.5545636974566150, 119.7048324027932722 -5.5429197333589855, 119.6361711197014301 -5.4311977433811194, 119.5773003582249885 -5.2899019121434776, 119.4825431235664155 -5.3116581572980976, 119.4213616161457594 -5.4103058357457030, 119.3767038877742834 -5.2896516191268574, 119.4012638116756762 -5.2333226448241703, 119.4096139907931047 -5.2031402287385049, 119.5191529637382928 -5.1655764911620849, 119.5991592412060527 -5.1528129574519994, 119.6879501341913965 -5.1677532192356352, 119.7974472050245822 -5.2114701263452048, 119.8631591803519996 -5.1613349907171937, 119.8640562379050607 -5.0919041685424986, 119.9704912376805623 -5.1395461253533767))
7307	Sinjai	73	Sulawesi Selatan	POLYGON ((120.2868085929422932 -5.1125793764370542, 120.2777572187206943 -5.1714965932931136, 120.3342399698987037 -5.2876673693535849, 120.1293644460124597 -5.3080606110083295, 120.0397411072663090 -5.3469527965343104, 119.9551178291245606 -5.3552420474824771, 119.9367570507972687 -5.3562902163203603, 119.9288693552366567 -5.3391666829959945, 120.0311657091302777 -5.1855650280035661, 119.9704912376805623 -5.1395461253533767, 120.0608734000874165 -5.1226234834869047, 120.1315321403960752 -5.0443245563331516, 120.2017073296295848 -5.0964027554827567, 120.2868085929422932 -5.1125793764370542))
